name,province,district,address,hospital_type,image_url,latitude,longitude,source
Urban Health Center Pipaldada,Bagmati,Sindhupalchowk,,clinic,,27.779529,85.681171,HDX_OSM
Pipaldada Health Post,Bagmati,Sindhupalchowk,,clinic,,27.793876,85.684474,HDX_OSM
Kadambas Health Post,Bagmati,Sindhupalchowk,,clinic,,27.729846,85.768221,HDX_OSM
Community Health Unit Khatrithok,Bagmati,Sindhupalchowk,,clinic,,27.698095,85.727518,HDX_OSM
Syaule Health Post,Bagmati,Sindhupalchowk,,clinic,,27.812416,85.693049,HDX_OSM
Tsho Rolpa Hospital,Bagmati,Dolakha,,hospital,,27.664343,86.047459,HDX_OSM
Dolakha Samudayik Hospital,Bagmati,Dolakha,,hospital,,27.665883,86.046197,HDX_OSM
Rampa City Health Center,Bagmati,Dolakha,,clinic,,27.688239,86.073334,HDX_OSM
Kupri City Health Center,Bagmati,Dolakha,,clinic,,27.663708,86.012095,HDX_OSM
Fulapa Dildhunga City Health Center,Bagmati,Dolakha,,clinic,,27.674692,86.084443,HDX_OSM
Community Health Center,Bagmati,Dolakha,,clinic,,27.7124,85.9443,HDX_OSM
Charikot Hospital,Bagmati,Dolakha,,hospital,,27.671613,86.049398,HDX_OSM
Suspa Chemawati Health Post,Bagmati,Dolakha,,clinic,,27.70193,86.058588,HDX_OSM
Makaibari Health Post,Bagmati,Dolakha,,clinic,,27.672787,86.014314,HDX_OSM
Lakuridanda Health Post,Bagmati,Dolakha,,clinic,,27.6735,85.9687,HDX_OSM
Bocha Health Post,Bagmati,Dolakha,,clinic,,27.688668,85.979836,HDX_OSM
Saunepani City Health Center,Bagmati,Dolakha,,clinic,,27.648967,86.035667,HDX_OSM
Mati Swastha Post,Bagmati,Dolakha,,clinic,,27.640368,86.045036,HDX_OSM
Kiratichap City Health Center,Bagmati,Dolakha,,clinic,,27.628132,86.065237,HDX_OSM
Ayurvedic Gaughar Clinic,Bagmati,Dolakha,,clinic,,27.628289,86.065012,HDX_OSM
Gadhi Aadharbhut Swasthya Chauki,Koshi,Sunsari,,clinic,,26.516657,87.199326,HDX_OSM
Chimdi Health,Koshi,Sunsari,,clinic,,26.486507,87.191612,HDX_OSM
Madheli Swasthya Chawaki,Koshi,Sunsari,,clinic,,26.613558,87.2453,HDX_OSM
Adharbhut Swasthaya Kendra,Koshi,Sunsari,,clinic,,26.566443,87.277763,HDX_OSM
Bhaluwa Swasthaya,Koshi,Sunsari,,clinic,,26.552832,87.249908,HDX_OSM
Simariya Swasthaya Chauki,Koshi,Sunsari,,clinic,,26.576428,87.249138,HDX_OSM
Jivan Jyoti Swasthaya Sewa Pvt Ltd,Koshi,Sunsari,,clinic,,26.570894,87.279381,HDX_OSM
Peoples Health Service Center Pvt Ltd,Koshi,Sunsari,,clinic,,26.571575,87.281265,HDX_OSM
Adharbhut Health Post,Koshi,Sunsari,,clinic,,26.587049,87.283986,HDX_OSM
Sai Physiotherapy and Welness,Koshi,Sunsari,,clinic,,26.57189,87.280792,HDX_OSM
Easy Care,Koshi,Sunsari,,clinic,,26.572384,87.279411,HDX_OSM
Swasthaya Chauki Purbha Kushaha,Koshi,Sunsari,,clinic,,26.51255,87.228981,HDX_OSM
Duhabi Swasthaya Chauki,Koshi,Sunsari,,clinic,,26.558458,87.270554,HDX_OSM
Aadharbhut Swasthaya Kendra,Koshi,Sunsari,,clinic,,26.571732,87.284858,HDX_OSM
Sunsari Samudayak Hospital Pvt.Ltd,Koshi,Sunsari,,clinic,,26.571726,87.279205,HDX_OSM
Swasthaya Chauki Sonapur,Koshi,Sunsari,,clinic,,26.590797,87.266136,HDX_OSM
शान्तिनगर आधारभूत स्वास्थ्य केन्द्र,Lumbini,Dang,,clinic,,28.149847,82.167405,HDX_OSM
धनौरी स्वास्थ्य चौकी,Lumbini,Dang,,clinic,,28.135765,82.160695,HDX_OSM
पेदी खोला स्वास्थ्य चौकी,Lumbini,Dang,,clinic,,28.219113,82.208119,HDX_OSM
"बाघमारे स्वास्थ्य चौकी, सिम्सुन्दरपुर",Lumbini,Dang,,clinic,,28.1772,82.192673,HDX_OSM
नया बस्ती आधारभूत स्वास्थ्य केन्द्र,Lumbini,Dang,,clinic,,28.183171,82.156469,HDX_OSM
दुविखोला आधारभूत स्वास्थ्य केन्द्र,Lumbini,Dang,,clinic,,28.130299,82.168646,HDX_OSM
"वडा स्वास्थ्य केन्द्र, बस्तिखोला",Lumbini,Dang,,clinic,,28.219596,82.226949,HDX_OSM
"आधारभुत स्वास्थ्य केन्द्र , सिशै",Lumbini,Rupandehi,,clinic,,27.643992,83.340075,HDX_OSM
मानमटेरीया स्वास्थ्य चौकी,Lumbini,Rupandehi,,clinic,,27.594866,83.332374,HDX_OSM
खड्वा वनगाइ स्वास्थ चौकि,Lumbini,Rupandehi,,clinic,,27.640843,83.366017,HDX_OSM
samudaik swasthya ikai boharawa,Lumbini,Rupandehi,,clinic,,27.550508,83.372368,HDX_OSM
harnaiya swasthya chauki,Lumbini,Rupandehi,,clinic,,27.563505,83.398361,HDX_OSM
chiliya swasthya chauki,Lumbini,Rupandehi,,clinic,,27.53884,83.438497,HDX_OSM
gonaha health post,Lumbini,Rupandehi,,clinic,,27.475479,83.373909,HDX_OSM
adharbhut health post bethari,Lumbini,Rupandehi,,clinic,,27.515867,83.392174,HDX_OSM
Nepa Health Post,Karnali,Dailekh,,hospital,,28.866361,81.567312,HDX_OSM
आधारभूत स्वास्थ्य केन्द्र चर्कमाटिया,Lumbini,Dang,,clinic,,28.136188,82.12287,HDX_OSM
हर्मिचौर स्वास्थ चौकी,Lumbini,Gulmi,,clinic,,27.979282,83.570686,HDX_OSM
Khadgakot Health Post,Lumbini,Gulmi,,clinic,,28.078375,83.54393,HDX_OSM
nagar swaath kendra,Lumbini,Rupandehi,,clinic,,27.498882,83.426354,HDX_OSM
ढावा स्वास्थ्य चौकी,Lumbini,Gulmi,,clinic,,28.020043,83.438184,HDX_OSM
जोहाङग प्राथमिक स्वास्थ्य केन्द्र,Lumbini,Gulmi,,hospital,,28.022989,83.440891,HDX_OSM
Belhara Health Post,Koshi,Dhankuta,,clinic,,26.959701,87.298452,HDX_OSM
Sahari Swasthya Clinic,Koshi,Dhankuta,,clinic,,26.999874,87.326657,HDX_OSM
Bhirgaun Health Post,Koshi,Dhankuta,,clinic,,27.02119,87.352181,HDX_OSM
Barahakshetra Nagar Hospital,Koshi,Sunsari,,hospital,,26.745348,87.136353,HDX_OSM
"Aadarbhut swasthya kendra, Sainik",Koshi,Sunsari,,clinic,,26.721119,87.128487,HDX_OSM
Mahendra Nagar Swasthya Chauki,Koshi,Sunsari,,clinic,,26.745571,87.136284,HDX_OSM
Bharoul Health Post,Koshi,Sunsari,,clinic,,26.747818,87.183907,HDX_OSM
"Basic Urban Health Promotion Center, Dhanpuri",Koshi,Sunsari,,clinic,,26.732003,87.174226,HDX_OSM
"Basic Health Center, Bhanu Tole",Koshi,Sunsari,,clinic,,26.761402,87.177773,HDX_OSM
"Samudayik Swasthya Chouki, Garaiya Tol",Koshi,Sunsari,,clinic,,26.75202,87.06501,HDX_OSM
"Samudaik Sawasthiy Ikai, Sunsan Chowk",Koshi,Sunsari,,clinic,,26.758004,87.146418,HDX_OSM
"Rukmini Hospital Pvt. Ltd., Chhipridaha",Lumbini,Rukum,,hospital,,28.617877,82.618683,HDX_OSM
"Primary Hospital, Bahun Thana",Lumbini,Rukum,,hospital,,28.617596,82.628156,HDX_OSM
"Parkashpur Primary Health Care Center, Baunikhola",Koshi,Sunsari,,clinic,,26.680015,87.097725,HDX_OSM
"Aadhardhut swasthya chauki, Rajbas",Koshi,Sunsari,,clinic,,26.713255,87.094762,HDX_OSM
Syalapakha swasthy chauki,Lumbini,Rukum,,clinic,,28.653288,82.528526,HDX_OSM
Nathigar Community Health Care Unit,Lumbini,Rukum,,clinic,,28.627979,82.573769,HDX_OSM
"Rukumkot Health Post, Dhakalbara",Lumbini,Rukum,,clinic,,28.623606,82.614438,HDX_OSM
"Rukumkot Health Post, Rumalbara",Lumbini,Rukum,,clinic,,28.607021,82.625542,HDX_OSM
Pokhara health Post,Lumbini,Rukum,,clinic,,28.635868,82.583672,HDX_OSM
Chhipkhola Community Health Care Unit,Lumbini,Rukum,,clinic,,28.651507,82.62692,HDX_OSM
"Health Post, Pwang Nayagad",Lumbini,Rukum,,clinic,,28.678177,82.679039,HDX_OSM
Amlachaur Community Health Care Unit,Lumbini,Rukum,,clinic,,28.633959,82.612069,HDX_OSM
Khopichaur Community Health Care Unit,Lumbini,Rukum,,clinic,,28.593103,82.583931,HDX_OSM
Arjal Primary Health Care Center,Lumbini,Rukum,,clinic,,28.679501,82.816025,HDX_OSM
Kol Primary Health Care Center,Lumbini,Rukum,,clinic,,28.60199,82.765976,HDX_OSM
Kharbang Community Health Care Unit,Lumbini,Rukum,,clinic,,28.679998,82.792641,HDX_OSM
Mayang Community Health Care Unit,Lumbini,Rukum,,clinic,,28.67494,82.834076,HDX_OSM
Rangsi Health Post,Lumbini,Rukum,,clinic,,28.619192,82.730904,HDX_OSM
Hukam Health Post,Lumbini,Rukum,,clinic,,28.678832,82.851921,HDX_OSM
Jang Health Post,Lumbini,Rukum,,clinic,,28.688939,82.709805,HDX_OSM
Taka Health Post,Lumbini,Rukum,,clinic,,28.583441,82.820137,HDX_OSM
Kada Health Post,Lumbini,Rukum,,clinic,,28.591337,82.643494,HDX_OSM
Kuchibang Community Health Care Unit,Lumbini,Rukum,,clinic,,28.575617,82.627426,HDX_OSM
Kakri Health Post,Lumbini,Rukum,,clinic,,28.554686,82.734932,HDX_OSM
Mahat Health Post,Lumbini,Rukum,,clinic,,28.554121,82.672257,HDX_OSM
Serabang Community Health Care Unit,Lumbini,Rukum,,clinic,,28.605649,82.657228,HDX_OSM
Morbang Health Post,Lumbini,Rukum,,clinic,,28.566015,82.667328,HDX_OSM
Chunbang Health Post,Lumbini,Rukum,,clinic,,28.535814,82.554703,HDX_OSM
Korja Community Health Care Unit,Lumbini,Rukum,,clinic,,28.548723,82.636536,HDX_OSM
Jhumla Community Health Care Unit,Lumbini,Rukum,,clinic,,28.575468,82.687413,HDX_OSM
Lukum Community Health Care Unit,Lumbini,Rukum,,clinic,,28.538946,82.779671,HDX_OSM
AIMS Hospital and Cancer Center Pvt.Ltd,Koshi,Morang,,hospital,,26.458403,87.283873,HDX_OSM
Get Well Hospital,Koshi,Morang,,hospital,,26.458297,87.283573,HDX_OSM
Biratnagar City Hospital Pvt.Ltd,Koshi,Morang,,hospital,,26.459324,87.282761,HDX_OSM
Suraksha Aspatal Pvt.Ltd,Koshi,Morang,,hospital,,26.461388,87.284578,HDX_OSM
Nepal Anti Tuberclosis Association (NATA) MORANG,Koshi,Morang,,hospital,,26.458952,87.284569,HDX_OSM
Biratnagar Aspatal Pvt.Ltd,Koshi,Morang,,hospital,,26.46661,87.278293,HDX_OSM
Birat Eye Hospital Pvt.Ltd,Koshi,Morang,,hospital,,26.437647,87.279663,HDX_OSM
General Hospital and Trauma Care Center,Koshi,Morang,,hospital,,26.453719,87.28441,HDX_OSM
Koshi Nursing Home,Koshi,Morang,,hospital,,26.453235,87.284879,HDX_OSM
RamLal Golchha Eye Hospital,Koshi,Morang,,hospital,,26.463724,87.284573,HDX_OSM
Saptakoshi Hospital & Nursing Home,Koshi,Morang,,hospital,,26.447218,87.277632,HDX_OSM
Saptakoshi Hospital Pvt. Ltd,Koshi,Morang,,hospital,,26.447476,87.27759,HDX_OSM
Nepal Red Cross Society Regional Blood Transfusion Service Center,Koshi,Morang,,hospital,,26.458486,87.286493,HDX_OSM
Abadh Narayan Nursing Home,Koshi,Morang,,hospital,,26.460973,87.283504,HDX_OSM
Green Cross Hospital,Koshi,Morang,,hospital,,26.458028,87.282745,HDX_OSM
Sanjeevani Hospital and IVF Center Pvt. Ltd,Koshi,Morang,,hospital,,26.458288,87.284738,HDX_OSM
Golden Hospital,Koshi,Morang,,hospital,,26.458525,87.284223,HDX_OSM
Sanjivani Hospital,,Dhanusa,,hospital,,26.715604,85.930729,HDX_OSM
"Pahad Prasuti Centre, Bhutingra",Karnali,Dolpa,,hospital,,29.054701,82.741285,HDX_OSM
Swastha Chowki Proha Dumariya,Madhesh,Rautahat,,clinic,,26.802572,85.219312,HDX_OSM
Auraiya Swastha Chowki,Madhesh,Rautahat,,clinic,,26.776649,85.220466,HDX_OSM
Banjharha Swastha Chowki Rautahat,Madhesh,Rautahat,,clinic,,26.766713,85.241914,HDX_OSM
Jathara Swastha Chowki,Madhesh,Rautahat,,clinic,,26.807521,85.205805,HDX_OSM
Mathiya Swasth Chowki,Madhesh,Rautahat,,clinic,,26.781707,85.203143,HDX_OSM
Ankar Health Post,Madhesh,Mahottari,,clinic,,26.670662,85.77444,HDX_OSM
Sahari Sawastha Kendra,Madhesh,Mahottari,,clinic,,26.66272,85.804939,HDX_OSM
Parsapatailli Sawastha Chauki,Madhesh,Mahottari,,clinic,,26.610823,85.828514,HDX_OSM
Parikauli Health Post,Madhesh,Mahottari,,clinic,,26.662081,85.81966,HDX_OSM
Suga Health Post,Madhesh,Mahottari,,clinic,,26.636058,85.812118,HDX_OSM
Doctors Medical Clinic,Madhesh,Mahottari,,clinic,,26.649683,85.800227,HDX_OSM
Eye Treatment and Surgical Centre Dhabauli,Madhesh,Mahottari,,hospital,,26.64358,85.784087,HDX_OSM
Bandhan Diagnostic Centre,Madhesh,Mahottari,,clinic,,26.649797,85.799917,HDX_OSM
Piles and Fistula Care Center Private Limited,,Dhanusa,,clinic,,26.73612,85.90904,HDX_OSM
Janasewa Swasthya and Polyclinic,,Dhanusa,,clinic,,26.736204,85.919846,HDX_OSM
Janakpur Trauma Hospital,Madhesh,Janakpur,,hospital,,26.729425,85.912509,HDX_OSM
Janakpur Surakshya Hospital Pvt. Ltd.,Madhesh,Janakpur,,hospital,,26.734201,85.917733,HDX_OSM
Janakpur Shriram Hospital Private Limited,Madhesh,Janakpur,,hospital,,26.738844,85.919534,HDX_OSM
Janakpur Madhesh Hospital Private Limited,Madhesh,Janakpur,,hospital,,26.743116,85.919217,HDX_OSM
Janakpur Dermatology and Cosmetic Clinic,Madhesh,Janakpur,,clinic,,26.736218,85.920289,HDX_OSM
Janakpur Children Hospital,Madhesh,Janakpur,,hospital,,26.724492,85.919872,HDX_OSM
Janak Memorial Hospital,,Dhanusa,,hospital,,26.73783,85.91907,HDX_OSM
Health Post Bashahiya,,Dhanusa,,clinic,,26.694174,85.907354,HDX_OSM
Dainik International Hospital Private Limited,,Dhanusa,,hospital,,26.727823,85.915794,HDX_OSM
City Health Center,,Dhanusa,,clinic,,26.727484,85.948442,HDX_OSM
Chandrakala Hospital and Research Center Pv. Ltd.,,Dhanusa,,hospital,,26.724679,85.919424,HDX_OSM
CFC Genaral Hospital,,Dhanusa,,hospital,,26.735847,85.909,HDX_OSM
Bindhi Health Post,,Dhanusa,,clinic,,26.706215,85.893599,HDX_OSM
Binaytara Cancer Center,,Dhanusa,,clinic,,26.726207,85.93765,HDX_OSM
Basic Health Service Center,,Dhanusa,,clinic,,26.738518,85.916226,HDX_OSM
Basic Health Care Center Ward 7,,Dhanusa,,clinic,,26.725014,85.918584,HDX_OSM
Basic Health Care Center Ward 2,,Dhanusa,,clinic,,26.731331,85.92791,HDX_OSM
Baidehi Hospital Private Limited,,Dhanusa,,hospital,,26.735923,85.922051,HDX_OSM
Apan Janakpur Health Care Pvt. Ltd.,Madhesh,Janakpur,,clinic,,26.727714,85.90113,HDX_OSM
Mithila Hospital,,Dhanusa,,hospital,,26.734299,85.924762,HDX_OSM
Maruti Health Clinic,,Dhanusa,,clinic,,26.722457,85.924493,HDX_OSM
Basic Health Care Center Ward 4,,Dhanusa,,clinic,,26.72522,85.927822,HDX_OSM
Sylar Polyclinic Private Limited,,Dhanusa,,clinic,,26.730032,85.933728,HDX_OSM
Janakpur City Hospital,Madhesh,Janakpur,,hospital,,26.733231,85.934216,HDX_OSM
Sahi Clinic and Pathology,,Dhanusa,,clinic,,26.682767,85.924969,HDX_OSM
Drbpura Rupaitha Health Post,,Dhanusa,,clinic,,26.683014,85.925059,HDX_OSM
Rama Memorial Hospital,,Dhanusa,,hospital,,26.751906,85.925638,HDX_OSM
Mu Health post,Karnali,Dolpa,,hospital,,29.052777,82.722826,HDX_OSM
Prasad Clinic & Medical Hall,Lumbini,Rupandehi,,yes,,27.514491,83.453042,HDX_OSM
Morden Artho Polyclinic Private Limited,Madhesh,Mahottari,,clinic,,26.644105,85.80287,HDX_OSM
Bishwa Dental Clinic,Madhesh,Mahottari,,dentist,,26.646925,85.799489,HDX_OSM
Adharbhut Swastha Kendra,Madhesh,Mahottari,,clinic,,26.645211,85.812827,HDX_OSM
Eye Hospital Jaleshwor,Madhesh,Mahottari,,hospital,,26.653348,85.807197,HDX_OSM
Pigauna Health Post,Madhesh,Mahottari,,clinic,,26.653537,85.82848,HDX_OSM
Jaleshwornath Polyclinic and Diagnostic Centre,Madhesh,Mahottari,,clinic,,26.652685,85.797782,HDX_OSM
Nainhi Health Post,Madhesh,Mahottari,,clinic,,26.653153,85.766208,HDX_OSM
Health Post Kanakpatti,,Dhanusa,,clinic,,26.722598,85.971224,HDX_OSM
Shree Janaki Eye Hospital,,Dhanusa,,hospital,,26.73817,85.91726,HDX_OSM
Rajdhani Hospital,,Dhanusa,,hospital,,26.735128,85.917904,HDX_OSM
Tripurakot health post,Karnali,Dolpa,,hospital,,29.020204,82.794174,HDX_OSM
Shree G Polyclinic and Health Care Center,Lumbini,Rupandehi,,yes,,27.505609,83.452995,HDX_OSM
Rosis Pathology,Lumbini,Rupandehi,,yes,,27.506236,83.453346,HDX_OSM
Cordish health care clinic,Lumbini,Rupandehi,,yes,,27.497215,83.459221,HDX_OSM
Tara nagar health post,Gandaki,Gorkha,,clinic,,27.969794,84.563772,HDX_OSM
Taple health post,Gandaki,Gorkha,,clinic,,28.019646,84.677323,HDX_OSM
Prithivi Narayan Community Hospital,Gandaki,Gorkha,,hospital,,27.995041,84.568735,HDX_OSM
paslang urban health center,Gandaki,Gorkha,,clinic,,28.012059,84.605304,HDX_OSM
gorrkha municipality 7 primary health center,Gandaki,Gorkha,,clinic,,28.000013,84.611314,HDX_OSM
Ghalang urban health center,Gandaki,Gorkha,,clinic,,28.029593,84.610192,HDX_OSM
Pyuggharbesi nagar swasthye akai,Gandaki,Gorkha,,clinic,,27.94892,84.538902,HDX_OSM
Raniswara health post,Gandaki,Gorkha,,clinic,,27.982272,84.636949,HDX_OSM
Aama baa hospital,Gandaki,Gorkha,,hospital,,27.996599,84.623125,HDX_OSM
Laxmi bazar urban health center,Gandaki,Gorkha,,clinic,,27.968499,84.620756,HDX_OSM
simle health post,Gandaki,Gorkha,,clinic,,27.917411,84.530708,HDX_OSM
Aadharbhut swasthye kendra simalgairi,Gandaki,Gorkha,,clinic,,27.916916,84.546382,HDX_OSM
Gramid samudayek swasthe kendra,Bagmati,Sindhupalchowk,,clinic,,27.790872,85.501454,HDX_OSM
Sindhukot swasthe chauki,Bagmati,Sindhupalchowk,,clinic,,27.815731,85.517088,HDX_OSM
Katunge sahari swasthe,Bagmati,Sindhupalchowk,,clinic,,27.833144,85.550331,HDX_OSM
Melamchi hospital,Bagmati,Sindhupalchowk,,hospital,,27.827109,85.573601,HDX_OSM
Dubachaur swasthe chauki,Bagmati,Sindhupalchowk,,clinic,,27.870173,85.568411,HDX_OSM
Melamchi phc,Bagmati,Sindhupalchowk,,clinic,,27.83142,85.57511,HDX_OSM
Basic Health Centre Service,Bagmati,Chitwan,,clinic,,27.629668,84.495027,HDX_OSM
"Nagar Swasthya Kendra, Narkatiya",Bagmati,Chitwan,,clinic,,27.600958,84.492043,HDX_OSM
Nagar Swastha Kendra Tarauli,Bagmati,Chitwan,,clinic,,27.590022,84.540414,HDX_OSM
Jamunapur Health Clinic,Bagmati,Chitwan,,clinic,,27.65703,84.519814,HDX_OSM
Urban Health Centre,Bagmati,Chitwan,,clinic,,27.661665,84.498792,HDX_OSM
Pashu Sewa Kendra,Bagmati,Chitwan,,clinic,,27.634975,84.508902,HDX_OSM
"Nagar Swastha Kendra, Dumrichowk",Bagmati,Chitwan,,clinic,,27.637039,84.531098,HDX_OSM
Aadharbhut Swastha Sewa Kendra Ranapa 15,Bagmati,Chitwan,,clinic,,27.658305,84.531662,HDX_OSM
District Ayurved Health Centre,Bagmati,Chitwan,,hospital,,27.623431,84.508443,HDX_OSM
Sun health post,Karnali,Dolpa,,hospital,,29.008651,82.785253,HDX_OSM
Nursing Uparchar Kendra,Madhesh,Saptari,,clinic,,26.704778,86.945238,HDX_OSM
"Swasthya Chauki, Fattepur",Madhesh,Saptari,,clinic,,26.73612,86.930911,HDX_OSM
Sahari Swasthya Kendra,Madhesh,Saptari,,clinic,,26.727722,86.958138,HDX_OSM
Anukul Polyclinic,Madhesh,Saptari,,clinic,,26.738245,86.931449,HDX_OSM
PHC Launiya,Madhesh,Saptari,,clinic,,26.48056,86.769711,HDX_OSM
PHC Sakarpura,Madhesh,Saptari,,clinic,,26.473178,86.79425,HDX_OSM
Aadhaebhut Swastha Kendra,Madhesh,Saptari,,clinic,,26.496956,86.81394,HDX_OSM
Ko Barsain Health Post,Madhesh,Saptari,,clinic,,26.495653,86.82361,HDX_OSM
Tripti Memorial ENT Hospital,Madhesh,Saptari,,hospital,,26.464243,86.764976,HDX_OSM
Health Post Betaha,Madhesh,Siraha,,clinic,,26.845402,86.171341,HDX_OSM
Gautari Health Post,Madhesh,Siraha,,clinic,,26.826424,86.184271,HDX_OSM
Karjanha Health Post,Madhesh,Siraha,,clinic,,26.859758,86.196897,HDX_OSM
Jufal health post,Karnali,Dolpa,,hospital,,28.982759,82.822545,HDX_OSM
Self Help Group For Cerebral Palsy Nepal,Bagmati,Lalitpur,,hospital,,27.621303,85.328396,HDX_OSM
"Chatari Swasthya Chauki, Ward 2",Madhesh,Siraha,,clinic,,26.726776,86.191731,HDX_OSM
Health Post Ward 4,Madhesh,Siraha,,clinic,,26.761974,86.183626,HDX_OSM
Unique Model Hospital,Madhesh,Siraha,,hospital,,26.767392,86.212772,HDX_OSM
Health Post Ward 12,Madhesh,Siraha,,clinic,,26.702714,86.214164,HDX_OSM
Health Post Ward 5,Madhesh,Siraha,,clinic,,26.778581,86.154838,HDX_OSM
Kriti Saamudayik Swasthya Upachar Kendra,Madhesh,Saptari,,clinic,,26.646475,86.893635,HDX_OSM
Rupnagar Swasthya Chauki,Madhesh,Saptari,,clinic,,26.647694,86.889686,HDX_OSM
Aadarbhut Swasthya Kendra,Madhesh,Saptari,,clinic,,26.635016,86.880488,HDX_OSM
"Swasthhya Chauki, Dharampur",Madhesh,Saptari,,clinic,,26.660916,86.913758,HDX_OSM
Swastha Chauki Ghoganpur,Madhesh,Saptari,,clinic,,26.666388,86.925205,HDX_OSM
Swasthya Chauki Barmajiya,Madhesh,Saptari,,clinic,,26.60303,86.899604,HDX_OSM
Swasthya Chauki Barawa,Madhesh,Saptari,,clinic,,26.586286,86.90453,HDX_OSM
Health Post Koiladi,Madhesh,Saptari,,clinic,,26.482115,86.812345,HDX_OSM
AMDA Hospital,Koshi,Jhapa,,hospital,,26.674605,87.688325,HDX_OSM
CIWEC Hospital,Bagmati,Kathmandu,"Lainchaur, Kathmandu",hospital,,27.720271,85.317881,HDX_OSM
Manobishlesan Kendra Nepal,Bagmati,Kathmandu,,clinic,,27.684395,85.3457,HDX_OSM
Clinic Nepal,Bagmati,Chitwan,,clinic,,27.572727,84.231611,HDX_OSM
Thargaun hospital,Karnali,Dolpa,,hospital,,28.910293,82.812303,HDX_OSM
Jha Upachar Kendra,Madhesh,Saptari,,clinic,,26.507576,86.86049,HDX_OSM
Krishna Eye Care And Optical Center,Madhesh,Saptari,,hospital,,26.508329,86.855455,HDX_OSM
Health Post Joginiya Number 2,Madhesh,Saptari,,clinic,,26.523557,86.862783,HDX_OSM
Inaruwa Health Post,Madhesh,Saptari,,clinic,,26.508077,86.846935,HDX_OSM
Adharbhut Swastey kendra Sakhuwa,Madhesh,Saptari,,clinic,,26.499213,86.847737,HDX_OSM
Health Post Rampura Malhaniya,Madhesh,Saptari,,clinic,,26.461702,86.805319,HDX_OSM
Health Post Portaha,Madhesh,Saptari,,clinic,,26.55703,86.884759,HDX_OSM
Basic Health Center Yoginiya,Madhesh,Saptari,,clinic,,26.519855,86.867321,HDX_OSM
Madhuwapur Health Post,Madhesh,Saptari,,clinic,,26.555734,86.874826,HDX_OSM
Health Post 1 Number Joginiya,Madhesh,Saptari,,clinic,,26.528291,86.871362,HDX_OSM
Lumbini Chasma Center,Lumbini,Rupandehi,,optometrist,,27.497112,83.457789,HDX_OSM
Sahu chasma center,Lumbini,Rupandehi,,optometrist,,27.497506,83.457663,HDX_OSM
Gupta chasma ghar,Lumbini,Rupandehi,,optometrist,,27.497266,83.459203,HDX_OSM
Minaxxi eye care,Lumbini,Rupandehi,,optometrist,,27.49797,83.458974,HDX_OSM
Badri Eye Cnetre,Lumbini,Rupandehi,,optometrist,,27.497801,83.458393,HDX_OSM
"SubCentre, Ranthi",,,Ranthi,centre,,29.897214,80.561445,HDX_OSM
"SubCentre, Dhunga Toli",,,Dhunga Toli,centre,,29.797424,80.407013,HDX_OSM
"SubCentre, Titari",,,Titari,centre,,29.745611,80.360791,HDX_OSM
"SubCentre, Sosa",,,Sosa,centre,,29.988616,80.660026,HDX_OSM
"SubCentre, Rung",,,Rung,centre,,29.997325,80.674931,HDX_OSM
Brinos,Lumbini,Banke,,hospital,,28.059682,81.635891,HDX_OSM
Hospital Underconstruction,Lumbini,Rupandehi,,hospital,,27.685942,83.338923,HDX_OSM
khop ra gaunghar clinic,Sudurpashchim,Kailali,,hospital,,28.774895,80.612629,HDX_OSM
Krishna Clinic,Sudurpashchim,Kailali,,clinic,,28.53326,81.12056,HDX_OSM
Shrijana Medical Hall,Sudurpashchim,Kailali,,clinic,,28.533303,81.120658,HDX_OSM
Baikadha Urban Health Center,Karnali,Surkhet,,hospital,,28.432845,81.952844,HDX_OSM
Himalaya Medicine Center,Koshi,Jhapa,Birtamode,clinic,,26.642466,87.99151,HDX_OSM
